ClaimID,TransID,VisitorID,EntryID,CampID,EntryDate,PayorType,AmountWaived,Verified_SA_ID,InsertDate
CLM-290556,TRX-1843636,VID-44099,ENT-59689,KNP-BER,2024-05-18,SANParks_Subsidy,298.16,8006257360682,2024-05-19 06:00:00
CLM-364525,TRX-2374158,VID-71644,ENT-12540,KNP-SHI,2024-10-11,SANParks_Subsidy,186.46,8104212151225,2024-10-12 03:00:00
CLM-890870,TRX-1520596,VID-42411,ENT-36130,KNP-PUN,2025-10-29,SANParks_Subsidy,584.93,7703162919136,2025-10-29 03:00:00
CLM-587623,TRX-5299055,VID-58351,ENT-31992,KNP-TSE,2025-07-31,SANParks_Subsidy,575.07,9312043747534,2025-07-31 14:00:00
CLM-706794,TRX-1430812,VID-50888,ENT-85470,KNP-CRO,2024-11-14,SANParks_Subsidy,427.66,9204035074336,2024-11-14 07:00:00
CLM-910004,TRX-6059717,VID-99687,ENT-88697,KNP-MOP,2024-04-14,SANParks_Subsidy,707.36,8801129937982,2024-04-15 21:00:00
CLM-488571,TRX-2156902,VID-76317,ENT-94874,KNP-BER,2025-03-14,SANParks_Subsidy,158.86,8308048273315,2025-03-15 19:00:00
CLM-968962,TRX-8713146,VID-30052,ENT-67080,KNP-SAT,2025-01-05,SANParks_Subsidy,663.66,9005209111742,2025-01-06 17:00:00
CLM-965845,TRX-5502929,VID-52245,ENT-42177,KNP-MOP,2025-04-21,SANParks_Subsidy,345.25,8404258796514,2025-04-22 04:00:00
CLM-800646,TRX-7358385,VID-54092,ENT-13761,KNP-LET,2025-08-06,SANParks_Subsidy,745.67,7508076952975,2025-08-07 16:00:00
CLM-393243,TRX-5635017,VID-82848,ENT-11330,KNP-SHI,2024-09-21,SANParks_Subsidy,813.64,7204247818732,2024-09-21 22:00:00
CLM-894993,TRX-5031966,VID-72402,ENT-94659,KNP-LET,2025-05-15,SANParks_Subsidy,463.72,7002104717770,2025-05-16 12:00:00
CLM-355123,TRX-6137284,VID-97026,ENT-86225,KNP-BER,2025-02-18,SANParks_Subsidy,481.28,8606146549757,2025-02-19 21:00:00
CLM-575786,TRX-5545223,VID-50189,ENT-42951,KNP-SKU,2024-12-26,SANParks_Subsidy,234.46,7606049990305,2024-12-27 21:00:00
CLM-326895,TRX-9123504,VID-46241,ENT-87278,KNP-SHI,2024-07-08,SANParks_Subsidy,567.75,7304104816534,2024-07-08 13:00:00
CLM-416950,TRX-1237370,VID-80010,ENT-26591,KNP-PRE,2025-01-04,SANParks_Subsidy,181.86,7109103118618,2025-01-04 12:00:00
CLM-207570,TRX-1205779,VID-85243,ENT-47268,KNP-LET,2025-10-15,SANParks_Subsidy,485.1,8003025235884,2025-10-16 08:00:00
CLM-962050,TRX-2096280,VID-62521,ENT-74454,KNP-MOP,2025-05-04,SANParks_Subsidy,553.91,9101053503120,2025-05-04 08:00:00
CLM-189318,TRX-5163953,VID-25525,ENT-83147,KNP-CRO,2025-07-30,SANParks_Subsidy,574.42,9510089767312,2025-07-30 20:00:00
CLM-564226,TRX-5988757,VID-87139,ENT-66207,KNP-PRE,2025-01-24,SANParks_Subsidy,548.04,7110242664863,2025-01-25 05:00:00
CLM-321275,TRX-5440025,VID-96563,ENT-20641,KNP-SAT,2024-07-31,SANParks_Subsidy,317.91,8702061044891,2024-08-01 17:00:00
CLM-822858,TRX-8883823,VID-48175,ENT-14278,KNP-SKU,2025-02-22,SANParks_Subsidy,351.67,7912288617381,2025-02-23 05:00:00
CLM-344762,TRX-5438490,VID-91927,ENT-87304,KNP-SKU,2024-03-13,SANParks_Subsidy,447.6,8704213499627,2024-03-14 20:00:00
CLM-174878,TRX-2000560,VID-31747,ENT-50319,KNP-TSE,2024-09-29,SANParks_Subsidy,674.27,8805153086308,2024-09-29 10:00:00
CLM-418862,TRX-7752972,VID-45683,ENT-75597,KNP-SHI,2025-04-24,SANParks_Subsidy,495.66,7210028248238,2025-04-25 21:00:00
CLM-362529,TRX-1433940,VID-21970,ENT-40005,KNP-TSE,2024-11-26,SANParks_Subsidy,560.99,7011275521644,2024-11-27 15:00:00
CLM-900177,TRX-3939212,VID-71669,ENT-78021,KNP-LET,2025-08-13,SANParks_Subsidy,791.25,7510149249789,2025-08-13 03:00:00
CLM-464863,TRX-7850944,VID-53687,ENT-52081,KNP-MOP,2024-04-03,SANParks_Subsidy,750.41,8007239312590,2024-04-04 07:00:00
CLM-519904,TRX-1615675,VID-69614,ENT-21542,KNP-BER,2024-10-22,SANParks_Subsidy,326.68,7307289633492,2024-10-23 19:00:00
CLM-668950,TRX-8750676,VID-64165,ENT-17104,KNP-SKU,2024-01-02,SANParks_Subsidy,512.91,8908218416216,2024-01-03 19:00:00
CLM-380028,TRX-3198037,VID-47752,ENT-67424,KNP-LET,2024-02-22,SANParks_Subsidy,235.0,9010265014745,2024-02-22 14:00:00
CLM-677596,TRX-1229419,VID-82384,ENT-63476,KNP-MOP,2024-06-11,SANParks_Subsidy,307.29,9602152970754,2024-06-11 20:00:00
CLM-622584,TRX-5896624,VID-76698,ENT-45838,KNP-CRO,2025-10-25,SANParks_Subsidy,734.31,8504153426689,2025-10-25 10:00:00
CLM-728492,TRX-9526867,VID-27892,ENT-19150,KNP-PRE,2025-01-27,SANParks_Subsidy,690.87,9707119518424,2025-01-27 13:00:00
CLM-396578,TRX-6008935,VID-86931,ENT-86011,KNP-LET,2024-09-30,SANParks_Subsidy,755.68,8409166790218,2024-09-30 01:00:00
CLM-899929,TRX-7328534,VID-69682,ENT-52176,KNP-SKU,2024-12-06,SANParks_Subsidy,836.54,7710134918527,2024-12-07 12:00:00
CLM-433632,TRX-8935224,VID-59968,ENT-60604,KNP-SAT,2025-02-24,SANParks_Subsidy,496.73,7103176569946,2025-02-24 03:00:00
CLM-204555,TRX-9823994,VID-69890,ENT-12011,KNP-SAT,2024-04-12,SANParks_Subsidy,436.99,9003038876745,2024-04-13 05:00:00
CLM-753534,TRX-7668663,VID-95175,ENT-20527,KNP-BER,2024-09-28,SANParks_Subsidy,746.64,9709136312692,2024-09-28 22:00:00
CLM-896290,TRX-9186400,VID-80912,ENT-14705,KNP-TSE,2025-10-03,SANParks_Subsidy,197.89,9011104816586,2025-10-04 22:00:00
CLM-203225,TRX-2686231,VID-68153,ENT-31805,KNP-PRE,2024-04-02,SANParks_Subsidy,782.4,7106261941524,2024-04-03 04:00:00
CLM-493049,TRX-8225725,VID-29080,ENT-42007,KNP-SHI,2024-10-27,SANParks_Subsidy,438.44,9103063937176,2024-10-27 23:00:00
CLM-501126,TRX-5040453,VID-75230,ENT-86435,KNP-SAT,2024-03-21,SANParks_Subsidy,312.53,9005155283671,2024-03-22 16:00:00
CLM-943718,TRX-8805654,VID-47700,ENT-98815,KNP-SHI,2025-11-13,SANParks_Subsidy,260.58,8406196018975,2025-11-13 01:00:00
CLM-823846,TRX-5195951,VID-69878,ENT-49599,KNP-SKU,2025-10-16,SANParks_Subsidy,849.56,9708044979651,2025-10-17 04:00:00
CLM-476395,TRX-5963914,VID-48696,ENT-12875,KNP-CRO,2025-01-25,SANParks_Subsidy,342.14,8811251822825,2025-01-26 13:00:00
CLM-620856,TRX-5801541,VID-40162,ENT-89569,KNP-BER,2025-09-12,SANParks_Subsidy,303.3,7610093294774,2025-09-14 00:00:00
CLM-757937,TRX-1661401,VID-50492,ENT-67779,KNP-PUN,2025-10-05,SANParks_Subsidy,555.7,9303035951131,2025-10-05 07:00:00
CLM-535686,TRX-3946751,VID-36318,ENT-27322,KNP-SHI,2024-11-30,SANParks_Subsidy,763.52,8109175572250,2024-12-02 00:00:00
CLM-964749,TRX-9084065,VID-48684,ENT-54396,KNP-MOP,2024-06-17,SANParks_Subsidy,477.83,7203254785186,2024-06-17 17:00:00
CLM-807166,TRX-7667458,VID-83048,ENT-57942,KNP-MOP,2025-11-23,SANParks_Subsidy,703.48,7005183073474,2025-11-24 23:00:00
CLM-805511,TRX-5398338,VID-86619,ENT-59941,KNP-BER,2025-04-10,SANParks_Subsidy,225.84,7708016503032,2025-04-11 00:00:00
CLM-779112,TRX-2060605,VID-93283,ENT-70852,KNP-PRE,2025-09-16,SANParks_Subsidy,604.47,7303021624315,2025-09-16 15:00:00
CLM-221761,TRX-2630611,VID-40775,ENT-80457,KNP-SAT,2024-11-07,SANParks_Subsidy,422.05,8111248031780,2024-11-08 08:00:00
CLM-861894,TRX-3592464,VID-64379,ENT-95841,KNP-MOP,2025-08-24,SANParks_Subsidy,733.59,8907091548888,2025-08-26 00:00:00
CLM-564920,TRX-8460758,VID-40947,ENT-57537,KNP-MOP,2025-01-14,SANParks_Subsidy,836.65,8109217017548,2025-01-14 14:00:00
CLM-389282,TRX-4184459,VID-26011,ENT-69600,KNP-MOP,2024-03-03,SANParks_Subsidy,613.94,9011201358318,2024-03-04 02:00:00
CLM-355400,TRX-3112652,VID-84000,ENT-36896,KNP-MOP,2024-02-21,SANParks_Subsidy,730.87,8704194623062,2024-02-21 22:00:00
CLM-911984,TRX-3475548,VID-88116,ENT-10371,KNP-PRE,2024-08-26,SANParks_Subsidy,750.88,7403185205279,2024-08-26 22:00:00
CLM-793169,TRX-1432519,VID-27275,ENT-11947,KNP-BER,2024-06-27,SANParks_Subsidy,702.99,7710111264762,2024-06-27 08:00:00
CLM-154944,TRX-3126655,VID-65176,ENT-78955,KNP-MOP,2024-06-27,SANParks_Subsidy,671.97,8508257074006,2024-06-27 17:00:00
CLM-214351,TRX-8583392,VID-76039,ENT-39038,KNP-TSE,2025-06-09,SANParks_Subsidy,180.36,9511176060517,2025-06-10 14:00:00
CLM-132663,TRX-2020480,VID-72781,ENT-62640,KNP-CRO,2025-04-14,SANParks_Subsidy,630.27,8512152232969,2025-04-15 18:00:00
CLM-737846,TRX-3488628,VID-18609,ENT-26540,KNP-PRE,2024-03-23,SANParks_Subsidy,587.02,8809236455706,2024-03-23 21:00:00
CLM-656329,TRX-5947563,VID-69469,ENT-76263,KNP-TSE,2025-01-25,SANParks_Subsidy,451.14,9512044607488,2025-01-26 15:00:00
CLM-339592,TRX-7942639,VID-54424,ENT-69441,KNP-CRO,2025-03-16,SANParks_Subsidy,441.19,7306146243275,2025-03-17 05:00:00
CLM-492483,TRX-3560856,VID-72163,ENT-18799,KNP-MOP,2025-11-12,SANParks_Subsidy,732.24,7207047251976,2025-11-12 17:00:00
CLM-162894,TRX-6530541,VID-97819,ENT-26021,KNP-CRO,2024-05-13,SANParks_Subsidy,397.52,9107281863121,2024-05-14 12:00:00
CLM-427626,TRX-6899644,VID-23579,ENT-85748,KNP-SHI,2024-10-21,SANParks_Subsidy,298.92,9108082815603,2024-10-22 15:00:00
CLM-485415,TRX-2927455,VID-46512,ENT-85248,KNP-SKU,2024-12-24,SANParks_Subsidy,715.05,9709251440466,2024-12-25 12:00:00
CLM-969752,TRX-5487028,VID-13794,ENT-33647,KNP-PRE,2025-09-15,SANParks_Subsidy,641.89,7906121102438,2025-09-16 19:00:00
CLM-693830,TRX-7724045,VID-19120,ENT-28595,KNP-PUN,2024-07-04,SANParks_Subsidy,214.23,8604138043620,2024-07-04 10:00:00
CLM-265055,TRX-7208460,VID-50846,ENT-52517,KNP-TSE,2025-04-09,SANParks_Subsidy,567.36,9801053640899,2025-04-09 22:00:00
CLM-806707,TRX-2368710,VID-45665,ENT-68079,KNP-CRO,2025-09-24,SANParks_Subsidy,489.96,8407094616647,2025-09-24 04:00:00
CLM-461939,TRX-8212753,VID-24534,ENT-47125,KNP-TSE,2025-06-08,SANParks_Subsidy,490.64,9105024699685,2025-06-08 08:00:00
CLM-157443,TRX-1128967,VID-36794,ENT-49507,KNP-SKU,2025-02-08,SANParks_Subsidy,687.14,9405106504979,2025-02-09 15:00:00
CLM-621546,TRX-8225192,VID-33028,ENT-26932,KNP-CRO,2024-05-02,SANParks_Subsidy,522.81,7709186941939,2024-05-02 01:00:00
CLM-878086,TRX-1709714,VID-67176,ENT-12456,KNP-LET,2024-03-14,SANParks_Subsidy,794.81,9706198202195,2024-03-15 02:00:00
CLM-843963,TRX-8007741,VID-47947,ENT-25096,KNP-CRO,2025-08-10,SANParks_Subsidy,164.6,8003268719145,2025-08-11 02:00:00
CLM-557925,TRX-2776088,VID-41891,ENT-67104,KNP-TSE,2025-01-05,SANParks_Subsidy,430.31,7207286205543,2025-01-05 06:00:00
CLM-449247,TRX-3820798,VID-20011,ENT-76910,KNP-MOP,2024-12-13,SANParks_Subsidy,521.42,7606123477824,2024-12-13 15:00:00
CLM-253557,TRX-5294434,VID-35856,ENT-32740,KNP-TSE,2024-08-29,SANParks_Subsidy,257.01,9411033972018,2024-08-29 07:00:00
CLM-586490,TRX-8531380,VID-99277,ENT-83989,KNP-TSE,2025-10-05,SANParks_Subsidy,376.25,9006058377995,2025-10-06 08:00:00
CLM-563688,TRX-6080483,VID-46002,ENT-87518,KNP-PUN,2024-03-10,SANParks_Subsidy,396.36,7205158581856,2024-03-11 07:00:00
CLM-486649,TRX-5816353,VID-20057,ENT-94497,KNP-MOP,2024-02-08,SANParks_Subsidy,580.51,8607151688246,2024-02-08 04:00:00
CLM-783501,TRX-4158134,VID-52143,ENT-89299,KNP-LET,2025-04-05,SANParks_Subsidy,500.96,7108046761929,2025-04-06 13:00:00
CLM-777513,TRX-3895058,VID-15130,ENT-42472,KNP-LET,2024-03-27,SANParks_Subsidy,843.69,8609203663319,2024-03-28 09:00:00
CLM-396635,TRX-7499771,VID-63578,ENT-54350,KNP-TSE,2025-01-07,SANParks_Subsidy,186.66,9011112105817,2025-01-08 00:00:00
CLM-685066,TRX-7485471,VID-47243,ENT-43029,KNP-TSE,2024-12-03,SANParks_Subsidy,761.3,8002193372774,2024-12-03 07:00:00
CLM-787923,TRX-7575963,VID-26901,ENT-87993,KNP-MOP,2024-12-24,SANParks_Subsidy,366.71,8211266510922,2024-12-24 20:00:00
CLM-836971,TRX-9831414,VID-22249,ENT-94675,KNP-CRO,2024-05-10,SANParks_Subsidy,505.94,7006104024309,2024-05-11 19:00:00
CLM-903373,TRX-9158272,VID-35166,ENT-39693,KNP-SAT,2024-08-07,SANParks_Subsidy,258.46,7902179833734,2024-08-07 22:00:00
CLM-453123,TRX-3198638,VID-88282,ENT-59377,KNP-SAT,2024-02-08,SANParks_Subsidy,263.57,9612253777286,2024-02-09 19:00:00
CLM-530816,TRX-7111929,VID-98652,ENT-41133,KNP-LET,2025-03-24,SANParks_Subsidy,577.42,9412268531761,2025-03-24 03:00:00
CLM-350786,TRX-6192009,VID-71474,ENT-35430,KNP-BER,2024-08-27,SANParks_Subsidy,624.81,8808155727345,2024-08-28 11:00:00
CLM-653081,TRX-8023963,VID-31241,ENT-36174,KNP-TSE,2025-01-26,SANParks_Subsidy,246.88,7801219062973,2025-01-27 09:00:00
CLM-207573,TRX-9655523,VID-26341,ENT-47363,KNP-MOP,2025-01-15,SANParks_Subsidy,684.18,7808173472100,2025-01-16 12:00:00
CLM-332823,TRX-8568671,VID-55820,ENT-13495,KNP-CRO,2025-03-23,SANParks_Subsidy,187.28,8606087478792,2025-03-23 06:00:00
CLM-335445,TRX-1472908,VID-51770,ENT-22987,KNP-BER,2024-03-24,SANParks_Subsidy,703.97,7401108926478,2024-03-25 00:00:00
CLM-591897,TRX-8526283,VID-90654,ENT-10688,KNP-MOP,2024-05-22,SANParks_Subsidy,163.3,7603189854536,2024-05-23 22:00:00
CLM-913875,TRX-5833542,VID-41147,ENT-49472,KNP-MOP,2025-03-09,SANParks_Subsidy,183.42,8311268669093,2025-03-09 08:00:00
CLM-977330,TRX-9385742,VID-88215,ENT-80261,KNP-PUN,2024-03-05,SANParks_Subsidy,592.37,8804233408819,2024-03-05 08:00:00
CLM-101640,TRX-6919270,VID-41531,ENT-84798,KNP-CRO,2024-10-25,SANParks_Subsidy,281.12,9102177049927,2024-10-26 04:00:00
CLM-670511,TRX-9511546,VID-76535,ENT-82633,KNP-PUN,2024-03-10,SANParks_Subsidy,423.32,8501217490791,2024-03-11 10:00:00
CLM-883618,TRX-1272499,VID-56805,ENT-18855,KNP-BER,2025-01-17,SANParks_Subsidy,318.79,9111046578736,2025-01-17 17:00:00
CLM-469412,TRX-6679880,VID-94252,ENT-32949,KNP-LET,2024-05-16,SANParks_Subsidy,836.57,8511063262450,2024-05-16 03:00:00
CLM-913894,TRX-8678589,VID-14847,ENT-48462,KNP-SKU,2024-03-05,SANParks_Subsidy,180.66,7601116202210,2024-03-06 22:00:00
CLM-955015,TRX-8942330,VID-43202,ENT-14799,KNP-SKU,2025-06-11,SANParks_Subsidy,350.28,9701286568772,2025-06-12 02:00:00
CLM-938171,TRX-7174337,VID-67272,ENT-62431,KNP-LET,2024-10-06,SANParks_Subsidy,776.25,8206069324908,2024-10-06 08:00:00
CLM-936020,TRX-9712003,VID-44959,ENT-20828,KNP-CRO,2025-05-24,SANParks_Subsidy,205.25,8903185928582,2025-05-25 00:00:00
CLM-183958,TRX-6501583,VID-96628,ENT-48750,KNP-PRE,2024-11-24,SANParks_Subsidy,462.14,9207068447546,2024-11-24 07:00:00
CLM-144412,TRX-6914963,VID-90589,ENT-67008,KNP-PRE,2024-12-25,SANParks_Subsidy,597.63,9501037815076,2024-12-26 05:00:00
CLM-940010,TRX-3684131,VID-14081,ENT-28714,KNP-TSE,2025-01-07,SANParks_Subsidy,624.66,8401052127988,2025-01-08 09:00:00
CLM-484123,TRX-7075878,VID-60181,ENT-84349,KNP-PUN,2024-08-29,SANParks_Subsidy,573.57,9108127241348,2024-08-30 18:00:00
CLM-701800,TRX-3310140,VID-79397,ENT-58096,KNP-CRO,2025-03-30,SANParks_Subsidy,370.07,7804041434753,2025-03-30 05:00:00
CLM-642895,TRX-7492570,VID-83619,ENT-25435,KNP-PRE,2024-07-09,SANParks_Subsidy,692.48,9208075791184,2024-07-10 08:00:00
CLM-228594,TRX-3277144,VID-19706,ENT-69250,KNP-SAT,2025-05-17,SANParks_Subsidy,779.08,8402266361793,2025-05-17 13:00:00
CLM-844007,TRX-2089496,VID-82089,ENT-81063,KNP-PRE,2025-11-14,SANParks_Subsidy,773.93,9703233920762,2025-11-14 23:00:00
CLM-335134,TRX-3036124,VID-36342,ENT-28202,KNP-SKU,2025-01-05,SANParks_Subsidy,703.26,7006187189302,2025-01-06 09:00:00
CLM-236074,TRX-2446455,VID-18617,ENT-50539,KNP-CRO,2025-04-23,SANParks_Subsidy,849.72,9308177891998,2025-04-24 12:00:00
CLM-177333,TRX-3102634,VID-51553,ENT-94192,KNP-MOP,2025-02-23,SANParks_Subsidy,464.98,9109123153097,2025-02-24 13:00:00
CLM-716338,TRX-4052834,VID-26912,ENT-66704,KNP-SHI,2025-07-18,SANParks_Subsidy,787.5,7102173567173,2025-07-19 17:00:00
CLM-269834,TRX-6413349,VID-39552,ENT-55353,KNP-SHI,2024-11-07,SANParks_Subsidy,776.45,9702094293399,2024-11-07 11:00:00
CLM-387782,TRX-3100009,VID-91922,ENT-49691,KNP-TSE,2025-10-12,SANParks_Subsidy,523.43,8611063586950,2025-10-13 12:00:00
